duf_pfam_id	duf_pfam_name	partner_architecture	n_edges	n_taxa	n_duf_proteins	n_partner_proteins	max_combined	mean_combined	max_direct_evidence	max_context_evidence	n_experiment_edges	max_neighborhood	n_neighborhood_edges	max_neighborhood_transferred	n_neighborhood_transferred_edges	max_fusion	n_fusion_edges	max_cooccurence	n_cooccurence_edges	max_homology	n_homology_edges	max_coexpression	n_coexpression_edges	max_coexpression_transferred	n_coexpression_transferred_edges	max_experiments	n_experiments_edges	max_experiments_transferred	n_experiments_transferred_edges	max_database	n_database_edges	max_database_transferred	n_database_transferred_edges	max_textmining	n_textmining_edges	max_textmining_transferred	n_textmining_transferred_edges	module_score	module_key	separate_channel_l2_score	taxid	duf_protein	partner_protein	duf_architecture	combined_score	direct_evidence	context_evidence	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	evidence_flags	_pair_key	has_representative	has_sequence
PF04074	DUF386 - YhcH/YjgK/YiaL	NO_PFAM	144	43	50	68	975	800.4861111111111	800	774	0	773	92	382	94	0	0	774	50	0	0	621	2	74	16	0	0	709	40	800	8	783	48	939	6	169	18	14.1191130102571	PF04074 || NO_PFAM	0.7231066772634681	754436	754436.JCM19237_2067	754436.JCM19237_2070	PF04074	975	773	773	773	133	0	0	0	0	0	0	709	0	616	0	0	neighborhood;neighborhood_transferred;experiments_transferred;database_transferred	754436.JCM19237_2067 || 754436.JCM19237_2070	True	False
PF11980	DUF3481 - C-terminal domain of neuropilin glycoprotein	NO_PFAM	1096	63	86	457	999	822.3357664233577	900	294	0	0	0	52	6	0	0	294	36	970	2	112	38	203	58	0	0	972	890	900	184	909	696	994	290	999	1064	16.512100626994574	PF11980 || NO_PFAM	0.7229617702742092	9823	9823.ENSSSCP00000069067	9823.ENSSSCP00000026074	PF00431;PF00629;PF00754;PF11980	999	900	0	0	0	0	0	0	0	0	0	820	900	0	814	912	experiments_transferred;database;textmining;textmining_transferred	9823.ENSSSCP00000026074 || 9823.ENSSSCP00000069067	True	False
PF19879	DUF6352 - Family of unknown function (DUF6352)	NO_PFAM	12	5	5	6	950	826.6666666666666	773	773	0	773	12	154	8	0	0	762	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6944682959176465	PF19879 || NO_PFAM	0.7229516947079485	224911	224911.AAV28_24835	224911.AAV28_24830	PF19879	950	773	773	773	154	0	762	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	224911.AAV28_24830 || 224911.AAV28_24835	True	False
PF10728	DUF2520 - Domain of unknown function (DUF2520)	NO_PFAM	236	98	98	118	974	768.0677966101695	891	891	0	773	212	601	202	891	16	666	18	0	0	135	2	45	2	0	0	545	4	0	0	828	16	864	4	293	18	16.44029984140431	PF10728 || NO_PFAM	0.7225268775107689	1703	1703.BLSMQ_1006	1703.BLSMQ_2991	PF10727;PF10728	974	891	891	0	385	891	607	0	0	0	0	0	0	0	0	150	neighborhood_transferred;fusion;cooccurence;textmining_transferred	1703.BLSMQ_1006 || 1703.BLSMQ_2991	True	False
PF12987	DUF3871 - Domain of unknown function, B. Theta Gene description (DUF3871)	NO_PFAM	54	14	16	23	949	809.0370370370371	773	774	0	773	28	103	42	0	0	774	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.97043358743689	PF12987 || NO_PFAM	0.721643161003574	1107311	1107311.Q767_07405	1107311.Q767_07410	PF12987	949	773	774	773	83	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1107311.Q767_07405 || 1107311.Q767_07410	True	False
PF14242	DUF4342 - Domain of unknown function (DUF4342)	NO_PFAM	276	91	100	133	997	854.268115942029	773	773	0	773	20	105	10	0	0	773	102	0	0	0	0	756	224	0	0	888	220	0	0	903	40	0	0	347	44	16.21359466028542	PF14242 || NO_PFAM	0.7188043255466872	36849	36849.OXPF_18520	36849.OXPF_38230	PF14242	997	0	0	0	0	0	0	0	0	745	0	888	0	903	0	146	coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	36849.OXPF_18520 || 36849.OXPF_38230	True	False
PF06004	DUF903 - Bacterial protein of unknown function (DUF903)	NO_PFAM	128	25	32	53	965	782.09375	633	763	0	389	4	0	0	633	4	763	38	0	0	932	18	965	72	0	0	0	0	0	0	0	0	787	6	0	0	12.772005480404635	PF06004 || NO_PFAM	0.7183543407236208	658167	658167.SAMN04488135_11217	658167.SAMN04488135_10791	PF06004	965	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	coexpression_transferred	658167.SAMN04488135_10791 || 658167.SAMN04488135_11217	True	False
PF10067	DUF2306 - Predicted membrane protein (DUF2306)	NO_PFAM	10604	199	298	3023	999	882.5699735948699	773	773	0	773	112	517	1744	0	0	707	22	0	0	0	0	930	10334	0	0	991	10484	0	0	733	6056	0	0	530	8878	21.41171560009485	PF10067 || NO_PFAM	0.7145597222079327	694573	694573.A0A194VGR3	694573.A0A194VE69	PF10067	999	0	204	0	204	0	0	0	0	930	0	986	0	0	0	266	neighborhood_transferred;coexpression_transferred;experiments_transferred;textmining_transferred	694573.A0A194VE69 || 694573.A0A194VGR3	True	False
PF11288	DUF3089 - Protein of unknown function (DUF3089)	NO_PFAM	152	49	51	73	976	789.7763157894736	773	773	0	773	36	402	40	0	0	728	52	0	0	0	0	454	66	0	0	966	84	0	0	430	30	0	0	161	10	14.400483932248726	PF11288 || NO_PFAM	0.7144791993163593	645274	645274.SAMN04487901_1127	645274.SAMN04487901_11493	PF11288	976	0	0	0	0	0	0	0	0	244	0	966	0	0	0	161	coexpression_transferred;experiments_transferred;textmining_transferred	645274.SAMN04487901_1127 || 645274.SAMN04487901_11493	True	False
PF11167	DUF2953 - Protein of unknown function (DUF2953)	NO_PFAM	446	51	51	223	952	759.1659192825113	773	774	0	773	62	407	50	0	0	774	412	0	0	0	0	606	18	0	0	0	0	0	0	0	0	0	0	0	0	15.552046031776424	PF11167 || NO_PFAM	0.7133392960912994	1763538	1763538.LPB68_03775	1763538.LPB68_03770	PF11167	952	773	773	773	376	0	437	0	0	470	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	1763538.LPB68_03770 || 1763538.LPB68_03775	True	False
PF11932	DUF3450 - Protein of unknown function (DUF3450)	NO_PFAM	384	87	119	154	976	821.953125	773	775	0	773	186	748	320	203	2	775	282	0	0	0	0	489	140	0	0	866	208	0	0	888	48	0	0	217	144	16.455916963244196	PF11932 || NO_PFAM	0.7123387589895166	151081	151081.TW72_07120	151081.TW72_07115	PF11932	976	757	774	757	533	203	774	0	0	42	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion;cooccurence;coexpression_transferred	151081.TW72_07115 || 151081.TW72_07120	True	False
PF18936	DUF5684 - Family of unknown function (DUF5684)	NO_PFAM	180	52	55	89	979	788.7444444444444	900	773	0	773	38	394	38	0	0	768	58	0	0	0	0	791	104	0	0	964	84	900	2	790	66	0	0	191	84	14.81208085837007	PF18936 || NO_PFAM	0.7122474746406523	354355	354355.SAMN05660816_02091	354355.SAMN05660816_03238	PF18936	979	0	222	0	42	0	222	0	0	98	0	964	0	208	0	147	neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	354355.SAMN05660816_02091 || 354355.SAMN05660816_03238	True	False
PF14950	DUF4502 - Domain of unknown function (DUF4502)	NO_PFAM	186	44	44	93	945	773.4623655913979	899	899	2	0	0	0	0	899	8	475	4	0	0	42	2	73	8	609	2	720	108	0	0	717	20	889	60	803	160	15.191739740729284	PF14950 || NO_PFAM	0.7101337144374431	299123	299123.ENSLSDP00000009233	299123.ENSLSDP00000009225	PF14950;PF14951	945	899	899	0	0	899	475	0	0	0	0	0	0	0	0	0	fusion;cooccurence	299123.ENSLSDP00000009225 || 299123.ENSLSDP00000009233	True	False
PF19358	DUF5935 - Family of unknown function (DUF5935)	NO_PFAM	1130	147	149	553	979	788.9079646017699	773	775	0	773	274	239	894	0	0	775	1022	0	0	55	4	854	440	0	0	0	0	0	0	572	100	0	0	419	304	18.57328202364435	PF19358 || NO_PFAM	0.7089046227805244	1192759	1192759.GCA_000277525_00607	1192759.GCA_000277525_03565	PF04932;PF19358	979	0	731	0	196	0	731	0	0	854	0	0	0	0	0	419	neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1192759.GCA_000277525_00607 || 1192759.GCA_000277525_03565	True	False
PF19355	DUF5932 - Family of unknown function (DUF5932)	NO_PFAM	80	12	12	40	979	765.575	773	773	0	773	16	383	58	0	0	761	26	0	0	0	0	330	50	0	0	752	54	0	0	637	52	0	0	402	56	11.070347869595512	PF19355 || NO_PFAM	0.7083580278915725	310297	310297.BHV76_00265	310297.BHV76_00260	PF00072;PF19355	979	668	761	668	329	0	761	0	0	0	0	288	0	477	0	152	neighborhood;neighborhood_transferred;cooccurence;experiments_transferred;database_transferred;textmining_transferred	310297.BHV76_00260 || 310297.BHV76_00265	True	False
PF11750	DUF3307 - Protein of unknown function (DUF3307)	NO_PFAM	590	184	184	295	993	853.8610169491525	773	775	0	773	412	455	282	0	0	775	328	0	0	83	4	57	36	0	0	741	114	0	0	894	114	890	4	175	278	18.370527667562744	PF11750 || NO_PFAM	0.7082754772272243	210007	210007.SMU_1057	210007.SMU_1058	PF11750	993	773	773	773	154	0	741	0	55	0	0	0	0	0	890	0	neighborhood;neighborhood_transferred;cooccurence;coexpression;textmining	210007.SMU_1057 || 210007.SMU_1058	True	False
PF11184	DUF2969 - Protein of unknown function (DUF2969)	NO_PFAM	94	15	15	47	921	742.9787234042553	773	774	0	773	8	148	4	735	2	774	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.646054336080102	PF11184 || NO_PFAM	0.7071362705246043	53444	53444.AYR59_06520	53444.AYR59_06525	PF11184	921	735	735	714	0	735	0	0	0	0	0	0	0	0	0	0	neighborhood;fusion	53444.AYR59_06520 || 53444.AYR59_06525	True	False
PF04361	DUF494 - Protein of unknown function (DUF494)	NO_PFAM	98	31	31	49	923	771.265306122449	773	773	0	773	76	538	62	589	4	764	42	0	0	130	4	0	0	0	0	0	0	0	0	0	0	0	0	183	28	13.072591655734042	PF04361 || NO_PFAM	0.7070685350756013	1238	1238.AWJ11_15570	1238.AWJ11_15565	PF04361	923	773	773	773	238	589	0	0	0	0	0	0	0	0	0	43	neighborhood;neighborhood_transferred;fusion;textmining_transferred	1238.AWJ11_15565 || 1238.AWJ11_15570	True	False
PF11914	DUF3432 - Domain of unknown function (DUF3432)	NO_PFAM	382	44	50	177	994	828.151832460733	900	518	0	0	0	483	40	518	2	90	14	920	32	299	16	857	250	0	0	548	326	900	76	904	268	855	74	765	342	14.979359968721283	PF11914 || NO_PFAM	0.7065791897089624	9593	9593.ENSGGOP00000030538	9593.ENSGGOP00000005181	PF00096;PF11914;PF11928	979	0	0	0	0	0	0	838	0	799	0	41	0	845	72	380	homology;coexpression_transferred;experiments_transferred;database_transferred;textmining;textmining_transferred	9593.ENSGGOP00000005181 || 9593.ENSGGOP00000030538	True	False
PF06187	DUF993 - Protein of unknown function (DUF993)	NO_PFAM	42	18	18	21	962	830.2857142857143	773	774	0	773	38	326	36	0	0	774	36	0	0	0	0	226	4	0	0	0	0	0	0	360	20	0	0	325	20	11.197078074026445	PF06187 || NO_PFAM	0.705018329148136	300019	300019.BO218_08005	300019.BO218_08000	PF06187	962	773	774	773	326	0	774	0	0	42	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	300019.BO218_08000 || 300019.BO218_08005	True	False
PF11855	DUF3375 - Protein of unknown function (DUF3375)	NO_PFAM	140	39	42	67	998	795.5142857142857	773	775	0	773	40	503	80	0	0	775	84	0	0	49	2	195	20	0	0	970	46	0	0	788	12	700	4	731	42	13.874518798606042	PF11855 || NO_PFAM	0.704563299212475	1789004	1789004.FEMY_19400	1789004.FEMY_19390	PF11855	998	773	774	773	179	0	774	0	0	0	0	970	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;experiments_transferred	1789004.FEMY_19390 || 1789004.FEMY_19400	True	False
PF10029	DUF2271 - Predicted periplasmic protein (DUF2271)	NO_PFAM	136	52	52	68	967	779.3970588235294	773	775	0	773	106	364	102	0	0	775	84	0	0	45	2	740	20	0	0	0	0	0	0	0	0	731	4	110	18	14.408564752932367	PF10029 || NO_PFAM	0.7038551937239478	1336235	1336235.GCA_000518785_04646	1336235.GCA_000518785_04648	PF10029	967	718	762	718	114	0	762	0	0	514	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	1336235.GCA_000518785_04646 || 1336235.GCA_000518785_04648	True	False
PF19472	DUF6009 - Family of unknown function (DUF6009)	NO_PFAM	8	2	2	4	996	932.75	773	979	0	773	6	979	8	366	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.146449154672439	PF19472 || NO_PFAM	0.700309501466233	1894	1894.ADK78_17285	1894.ADK78_17290	PF19472	996	773	978	773	978	366	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion	1894.ADK78_17285 || 1894.ADK78_17290	True	False
PF08905	DUF1850 - Domain of unknown function (DUF1850)	NO_PFAM	68	21	23	33	959	775.4117647058823	773	773	0	773	22	396	20	0	0	771	58	0	0	0	0	171	22	0	0	0	0	0	0	522	4	0	0	0	0	11.962191411313892	PF08905 || NO_PFAM	0.7002175745351185	1336235	1336235.GCA_000518785_02625	1336235.GCA_000518785_02626	PF08905	959	773	773	773	179	0	768	0	0	171	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	1336235.GCA_000518785_02625 || 1336235.GCA_000518785_02626	True	False
PF06980	DUF1302 - Protein of unknown function (DUF1302)	NO_PFAM	390	73	141	112	967	776.2051282051282	773	775	0	773	58	593	168	0	0	775	336	0	0	81	2	442	190	0	0	884	38	0	0	0	0	883	2	115	36	16.124837746393705	PF06980 || NO_PFAM	0.6996470206571392	43657	43657.S4054249_11635	43657.S4054249_11625	PF06980	967	500	772	500	593	0	772	0	0	374	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	43657.S4054249_11625 || 43657.S4054249_11635	True	False
PF07295	DUF1451 - Zinc-ribbon containing domain	NO_PFAM	254	66	66	127	975	789.3543307086615	773	773	0	773	16	593	32	0	0	755	76	0	0	50	2	853	110	0	0	956	156	0	0	484	6	0	0	286	8	15.496648783940357	PF07295 || NO_PFAM	0.6971947413559615	580	580.GCA_001266615_02572	580.GCA_001266615_02662	PF07295	975	0	174	0	174	0	0	0	0	829	0	839	0	0	0	0	neighborhood_transferred;coexpression_transferred;experiments_transferred	580.GCA_001266615_02572 || 580.GCA_001266615_02662	True	False
PF14334	DUF4390 - Domain of unknown function (DUF4390)	NO_PFAM	572	152	152	286	938	747.1188811188811	773	774	0	773	54	538	54	0	0	774	540	0	0	41	2	51	4	0	0	0	0	0	0	0	0	0	0	0	0	17.95876155949961	PF14334 || NO_PFAM	0.6969028914011185	60547	60547.GCA_000751215_03461	60547.GCA_000751215_03459	PF14334	938	709	755	709	203	0	755	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	60547.GCA_000751215_03459 || 60547.GCA_000751215_03461	True	False
PF15262	DUF4592 - Domain of unknown function (DUF4592)	NO_PFAM	164	26	30	57	999	791.6341463414634	899	899	0	0	0	49	32	899	34	372	36	551	2	0	0	69	54	0	0	743	140	0	0	581	132	999	12	749	100	13.49561920590924	PF15262 || NO_PFAM	0.6954488878809113	7955	7955.ENSDARP00000122314	7955.ENSDARP00000119449	PF15262	999	0	216	0	0	0	216	0	0	51	0	113	0	0	999	0	cooccurence;coexpression_transferred;experiments_transferred;textmining	7955.ENSDARP00000119449 || 7955.ENSDARP00000122314	True	False
PF09741	DUF2045 - Uncharacterized conserved protein (DUF2045)	NO_PFAM	130	20	20	65	999	832.3230769230769	825	825	0	0	0	0	0	825	4	253	4	852	2	55	4	888	58	0	0	979	94	360	4	976	80	964	14	910	98	12.614242198647997	PF09741 || NO_PFAM	0.6948425583596787	60517	60517.A0A158R7Y6	60517.A0A0R3WF82	PF00227;PF09741;PF10584	999	360	0	0	0	0	0	852	0	888	0	979	360	808	0	327	homology;coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	60517.A0A0R3WF82 || 60517.A0A158R7Y6	True	False
PF10865	DUF2703 - Domain of unknown function (DUF2703)	NO_PFAM	14	5	5	7	995	859.1428571428571	773	773	0	773	4	567	8	0	0	672	2	0	0	0	0	854	8	0	0	271	4	0	0	895	8	0	0	463	8	7.837569139558319	PF10865 || NO_PFAM	0.6936343532245907	1122184	1122184.SAMN02745176_02528	1122184.SAMN02745176_03457	PF10865	995	0	567	0	567	0	0	0	0	847	0	0	0	882	0	463	neighborhood_transferred;coexpression_transferred;database_transferred;textmining_transferred	1122184.SAMN02745176_02528 || 1122184.SAMN02745176_03457	True	False
PF19494	DUF6029 - Family of unknown function (DUF6029)	NO_PFAM	38	11	11	19	940	775.1578947368421	773	773	0	773	20	355	14	0	0	761	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.179374945705646	PF19494 || NO_PFAM	0.692096266257508	1122973	1122973.GCA_000379925_01232	1122973.GCA_000379925_01233	PF19494	940	773	773	773	80	0	736	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1122973.GCA_000379925_01232 || 1122973.GCA_000379925_01233	True	False
PF12866	DUF3823 - Protein of unknown function (DUF3823) N-terminal domain	NO_PFAM	90	24	26	43	941	783.4	773	775	0	773	68	112	58	0	0	775	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.49661115625325	PF12866 || NO_PFAM	0.692089697585524	1796613	1796613.A4V03_17790	1796613.A4V03_17795	PF12866;PF18003	941	752	774	752	47	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1796613.A4V03_17790 || 1796613.A4V03_17795	True	False
PF18003	DUF3823_C - Domain of unknown function (DUF3823_C)	NO_PFAM	86	21	24	41	941	780.1395348837209	773	775	0	773	62	112	58	0	0	775	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.195993025371216	PF18003 || NO_PFAM	0.692089697585524	1796613	1796613.A4V03_17790	1796613.A4V03_17800	PF12866;PF18003	935	726	774	726	0	0	774	0	0	0	0	0	0	0	0	0	neighborhood;cooccurence	1796613.A4V03_17790 || 1796613.A4V03_17800	True	False
PF07023	DUF1315 - Protein of unknown function (DUF1315)	NO_PFAM	210	66	66	105	954	801.9333333333333	773	773	0	773	90	560	104	0	0	766	148	0	0	701	4	878	68	0	0	0	0	0	0	0	0	734	2	391	66	15.307243372257997	PF07023 || NO_PFAM	0.6908084609606139	1481914	1481914.JCM19241_2948	1481914.JCM19241_2947	PF07023	954	620	620	620	102	0	0	0	0	878	0	0	0	0	0	0	neighborhood;neighborhood_transferred;coexpression_transferred	1481914.JCM19241_2947 || 1481914.JCM19241_2948	True	False
PF19354	DUF5931 - Family of unknown function (DUF5931)	NO_PFAM	126	58	58	63	977	752.1111111111111	773	773	0	773	106	600	120	0	0	756	10	0	0	0	0	829	16	0	0	359	16	0	0	765	16	0	0	161	20	14.54526197427003	PF19354 || NO_PFAM	0.6904838659138348	42234	42234.IQ63_06520	42234.IQ63_06525	PF02518;PF07730;PF19354	977	773	773	773	478	0	756	0	0	113	0	266	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred	42234.IQ63_06520 || 42234.IQ63_06525	True	False
PF06897	DUF1269 - Protein of unknown function (DUF1269)	NO_PFAM	74	26	27	36	946	778.3243243243244	773	774	0	773	52	133	30	0	0	774	38	0	0	730	4	397	10	0	0	661	8	0	0	0	0	522	2	195	2	12.456161845544967	PF06897 || NO_PFAM	0.6894244094769264	1192868	1192868.GCA_000304395_00294	1192868.GCA_000304395_00295	PF06897	946	773	774	773	0	0	774	0	0	0	0	0	0	0	0	0	neighborhood;cooccurence	1192868.GCA_000304395_00294 || 1192868.GCA_000304395_00295	True	False
PF21831	DUF6891 - Domain of unknown function (DUF6891)	NO_PFAM	212	44	47	100	961	788.4905660377359	773	773	0	773	12	180	78	0	0	771	42	0	0	0	0	890	172	0	0	842	142	0	0	0	0	0	0	248	82	14.520617145250064	PF21831 || NO_PFAM	0.6893055510342551	1884369	1884369.SAMN05518849_102249	1884369.SAMN05518849_1114	PF21831	961	0	0	0	0	0	0	0	0	769	0	842	0	0	0	0	coexpression_transferred;experiments_transferred	1884369.SAMN05518849_102249 || 1884369.SAMN05518849_1114	True	False
PF11325	DUF3127 - Domain of unknown function (DUF3127)	NO_PFAM	204	67	68	101	970	784.343137254902	773	773	0	773	58	402	40	0	0	739	36	0	0	0	0	726	6	0	0	964	142	0	0	359	34	0	0	181	146	15.308025389490622	PF11325 || NO_PFAM	0.6885617106287899	310297	310297.BHV76_08570	310297.BHV76_01625	PF11325	970	0	48	0	48	0	0	0	0	0	0	948	0	359	0	181	neighborhood_transferred;experiments_transferred;database_transferred;textmining_transferred	310297.BHV76_01625 || 310297.BHV76_08570	True	False
PF18480	DUF5615 - Domain of unknown function (DUF5615)	NO_PFAM	116	33	46	52	955	784.1896551724138	773	774	0	773	80	350	34	0	0	774	32	0	0	56	2	0	0	0	0	0	0	0	0	0	0	822	18	135	10	13.36189498403008	PF18480 || NO_PFAM	0.6873783778473849	258594	258594.RPA2819	258594.RPA2820	PF18480	955	773	773	773	137	0	771	0	0	0	0	0	0	0	0	126	neighborhood;neighborhood_transferred;cooccurence;textmining_transferred	258594.RPA2819 || 258594.RPA2820	True	False
PF25004	DUF7782 - Domain of unknown function (DUF7782)	NO_PFAM	200	70	70	100	962	772.23	773	773	0	773	184	598	172	653	2	556	2	0	0	0	0	0	0	0	0	538	14	0	0	729	14	0	0	118	4	15.374664662141706	PF25004 || NO_PFAM	0.6871746936219365	1724	1724.GCA_001044175_00999	1724.GCA_001044175_01001	PF05175;PF23186;PF25004	962	773	773	773	0	653	556	0	0	0	0	0	0	0	0	0	neighborhood;fusion;cooccurence	1724.GCA_001044175_00999 || 1724.GCA_001044175_01001	True	False
PF18929	DUF5678 - Family of unknown function (DUF5678)	NO_PFAM	54	3	3	27	991	846.5185185185185	773	773	0	773	10	219	48	0	0	634	2	0	0	0	0	258	46	0	0	937	48	0	0	793	48	0	0	363	34	8.325921907472251	PF18929 || NO_PFAM	0.686439056029184	317619	317619.GCA_000332315_00770	317619.GCA_000332315_04115	PF00072;PF04326;PF18929	991	0	209	0	209	0	0	0	0	258	0	937	0	767	0	182	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	317619.GCA_000332315_00770 || 317619.GCA_000332315_04115	True	False
PF05037	DUF669 - Protein of unknown function (DUF669)	NO_PFAM	146	39	45	73	944	764.1506849315068	773	774	0	773	138	365	70	0	0	774	18	0	0	105	4	695	2	0	0	0	0	0	0	0	0	0	0	0	0	13.91519149500661	PF05037 || NO_PFAM	0.6859447908376779	1214117	1214117.LFLEISCH_10794	1214117.LFLEISCH_10799	PF05037	944	714	766	714	234	0	766	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1214117.LFLEISCH_10794 || 1214117.LFLEISCH_10799	True	False
PF11296	DUF3097_C - DUF3097, C-terminal domain	NO_PFAM	476	50	50	238	992	776.4747899159664	773	981	0	773	92	981	440	0	0	756	50	0	0	52	4	230	44	0	0	0	0	0	0	903	30	870	4	738	62	15.785167756336993	PF11296 || NO_PFAM	0.6846830993313285	1894	1894.ADK78_41340	1894.ADK78_41335	PF11296;PF22845	992	678	979	678	979	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1894.ADK78_41335 || 1894.ADK78_41340	True	False
PF22845	DUF3097_N - DUF3097, N-terminal domain	NO_PFAM	476	50	50	238	992	776.4747899159664	773	981	0	773	92	981	440	0	0	756	50	0	0	52	4	230	44	0	0	0	0	0	0	903	30	870	4	738	62	15.785167756336993	PF22845 || NO_PFAM	0.6846830993313285	1894	1894.ADK78_41340	1894.ADK78_41315	PF11296;PF22845	984	241	981	241	981	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1894.ADK78_41315 || 1894.ADK78_41340	True	False
PF05306	DUF733 - Protein of unknown function (DUF733)	NO_PFAM	122	7	11	55	999	814.2295081967213	0	0	0	0	0	0	0	0	0	0	0	785	6	999	26	999	92	0	0	0	0	0	0	0	0	916	8	800	10	8.971067438732089	PF05306 || NO_PFAM	0.682822668973918	7227	7227.FBpp0075576	7227.FBpp0113046	PF05306	999	0	0	0	0	0	0	0	999	0	0	0	0	0	0	0	coexpression	7227.FBpp0075576 || 7227.FBpp0113046	True	False
PF12012	DUF3504 - Domain of unknown function (DUF3504)	NO_PFAM	898	88	156	361	999	791.4944320712694	900	900	0	0	0	353	166	900	18	383	8	603	4	83	14	943	446	0	0	987	662	800	12	913	632	950	102	841	732	17.578555773935896	PF12012 || NO_PFAM	0.6795755996837499	8364	8364.ENSXETP00000053283	8364.ENSXETP00000052230	PF05676;PF12012;PF25561	999	540	0	0	0	0	0	0	0	838	0	987	540	618	0	541	coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	8364.ENSXETP00000052230 || 8364.ENSXETP00000053283	True	False
